PENGHASIL DATA,IKU PEMERINTAH DAERAH,NAMA DATA,PERIODE DATA,JADWAL RILIS,SATUAN,KLASIFIKASI
Setda - Biro Umum,Indeks Kepuasan Stakeholder terhadap Layanan Setda - Biro Umum,Nilai Indeks Unsur perilaku pelaksana,Tahunan,Januari n + 1,poin,Provinsi
Setda - Biro Umum,Indeks Kepuasan Stakeholder terhadap Layanan Setda - Biro Umum,Nilai Indeks Unsur Persyaratan,Tahunan,Januari n + 1,poin,Provinsi
Setda - Biro Umum,Indeks Kepuasan Stakeholder terhadap Layanan Setda - Biro Umum,Nilai Indeks Unsur produk spesifikasi jenis layanan,Tahunan,Januari n + 1,poin,Provinsi
Setda - Biro Umum,Indeks Kepuasan Stakeholder terhadap Layanan Setda - Biro Umum,Nilai Indeks Unsur Prosedur dan Mekanisme Pelayanan,Tahunan,Januari n + 1,poin,Provinsi
Setda - Biro Umum,Indeks Kepuasan Stakeholder terhadap Layanan Setda - Biro Umum,Nilai Indeks Unsur sarana prasarana,Tahunan,Januari n + 1,poin,Provinsi
Setda - Biro Umum,Indeks Kepuasan Stakeholder terhadap Layanan Setda - Biro Umum,Nilai Indeks Unsur Tarif atau biaya pelayanan,Tahunan,Januari n + 1,poin,Provinsi
Setda - Biro Umum,Indeks Kepuasan Stakeholder terhadap Layanan Setda - Biro Umum,Nilai Indeks Unsur waktu pelayanan,Tahunan,Januari n + 1,poin,Provinsi
Setda - Biro Umum,Nilai AKIP Setda,*,Tahunan,September n + 1,poin,Provinsi
Setda - Biro Umum,Nilai AKIP Setda,nilai evaluasi Kinerja,Tahunan,September n + 1,poin,Provinsi
Setda - Biro Umum,Nilai AKIP Setda,nilai pelaporan Kinerja,Tahunan,September n + 1,poin,Provinsi
Setda - Biro Umum,Nilai AKIP Setda,nilai pengukuran Kinerja,Tahunan,September n + 1,poin,Provinsi
Setda - Biro Umum,Nilai AKIP Setda,Nilai perencanaan Kinerja,Tahunan,September n + 1,poin,Provinsi
DPMD,Jumlah RS Provinsi yang terakreditasi paripurna,Sebaran Posyandu,Tahunan,***,*,Titik/Point
Dinas Bina Marga dan Penataan Ruang,Indeks Kualitas Infrastruktur,*,Tahunan,Maret n+1,poin,Provinsi
Dinas Bina Marga dan Penataan Ruang,Indeks Kualitas Infrastruktur,Persentase tingkat kemantapan jalan provinsi,Tahunan,Maret n+1,persen,Provinsi
Dinas Bina Marga dan Penataan Ruang,Indeks Kualitas Infrastruktur,Persentase tingkat partisipasi masyakat jasa konstruksi dalam pembangunan infrastruktur,Tahunan,Maret n+1,persen,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase Aksesibilitas Menuju Kawasan Potensial Pusat-pusat Kegiatan Yang Dibangun/Ditingkatkan,*,Tahunan,Maret n+1,persen,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase Aksesibilitas Menuju Kawasan Potensial Pusat-pusat Kegiatan Yang Dibangun/Ditingkatkan,Panjang Jalan yang dilakukan pemeliharaan berkala jalan dan rekonstruksi jalan menuju kawasan desa wisata,Tahunan,Maret n+1,km,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase Aksesibilitas Menuju Kawasan Potensial Pusat-pusat Kegiatan Yang Dibangun/Ditingkatkan,Panjang Jalan yang dilakukan pemeliharaan berkala jalan dan rekonstruksi jalan menuju kawasan destinasi wisata,Tahunan,Maret n+1,km,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase Aksesibilitas Menuju Kawasan Potensial Pusat-pusat Kegiatan Yang Dibangun/Ditingkatkan,Panjang Jalan yang dilakukan pemeliharaan berkala jalan dan rekonstruksi jalan menuju kawasan sentra produksi,Tahunan,Maret n+1,km,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase kawasan yang dilakukan pengendalian pemanfaatan ruang,*,Tahunan,Maret n+1,persen,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase kawasan yang dilakukan pengendalian pemanfaatan ruang,Jumlah pemantauan tahun n,Tahunan,Maret n+1,dokumen,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase kawasan yang dilakukan pengendalian pemanfaatan ruang,Jumlah target pemantauan n+3,Tahunan,Maret n+1,dokumen,Provinsi
Dinas Bina Marga dan Penataan Ruang,"Persentase ketersediaan kebijakan, pembinaan dan pengawasan bidang tata ruang",*,Tahunan,Maret n+1,persen,Provinsi
Dinas Bina Marga dan Penataan Ruang,"Persentase ketersediaan kebijakan, pembinaan dan pengawasan bidang tata ruang","Jumlah kebijakan, pembinaan dan pengawasan bidang tata ruang",Tahunan,Maret n+1,dokumen,Provinsi
Dinas Bina Marga dan Penataan Ruang,"Persentase ketersediaan kebijakan, pembinaan dan pengawasan bidang tata ruang","Jumlah kebijakan, pembinaan dan pengawasan yang tersedia",Tahunan,Maret n+1,dokumen,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase Pengembangan Sistem Informasi Penataan Ruang,*,Tahunan,Maret n+1,persen,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase Pengembangan Sistem Informasi Penataan Ruang,Jumlah dokumen Pengembangan Sistem Informasi Penataan Ruang tahun n,Tahunan,Maret n+1,dokumen,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase Pengembangan Sistem Informasi Penataan Ruang,Jumlah dokumen Pengembangan Sistem Informasi Penataan Ruang tahun n+4,Tahunan,Maret n+1,dokumen,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase penyelenggaraan koordinasi dan sinkronisasi pemanfaatan ruang,*,Tahunan,Maret n+1,persen,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase penyelenggaraan koordinasi dan sinkronisasi pemanfaatan ruang,Jumlah dokumen penyelenggaraan koordinasi dan sinkronisasi pemanfaatan ruang tahun n,Tahunan,Maret n+1,dokumen,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase penyelenggaraan koordinasi dan sinkronisasi pemanfaatan ruang,Jumlah dokumen penyelenggaraan koordinasi dan sinkronisasi pemanfaatan ruang tahun n+3,Tahunan,Maret n+1,dokumen,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase penyelenggaraan Penataan Ruang,*,Tahunan,Maret n+1,persen,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase penyelenggaraan Penataan Ruang,Persentase kawasan yang dilakukan pengendalian pemanfaatan ruang,Tahunan,Maret n+1,persen,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase penyelenggaraan Penataan Ruang,"Persentase ketersediaan kebijakan, pembinaan dan pengawasan bidang tata ruang",Tahunan,Maret n+1,persen,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase penyelenggaraan Penataan Ruang,Persentase Pengembangan Sistem Informasi Penataan Ruang,Tahunan,Maret n+1,persen,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase penyelenggaraan Penataan Ruang,Persentase penyelenggaraan koordinasi dan sinkronisasi pemanfaatan ruang,Tahunan,Maret n+1,persen,Provinsi/Kabupaten/Kota
Dinas Bina Marga dan Penataan Ruang,Persentase penyelenggaraan Penataan Ruang,Persentase sinkronisasi RTR kabupaten/kota,Tahunan,Maret n+1,persen,Provinsi/Kabupaten/Kota
Dinas Bina Marga dan Penataan Ruang,Persentase Penyelenggaraan Sistem Informasi Pembina Jasa Konstruksi (SIPJAKI),*,Tahunan,***,persen,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase sinkronisasi RTR kabupaten/kota,*,Tahunan,Maret n+1,persen,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase sinkronisasi RTR kabupaten/kota,Jumlah dokumen RTR kabupaten/kota yang disinkronisasi tahun n,Tahunan,Maret n+1,dokumen,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase sinkronisasi RTR kabupaten/kota,Jumlah dokumen RTR kabupaten/kota yang disinkronisasi tahun n+3,Tahunan,Maret n+1,dokumen,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase Tenaga Ahli Konstruksi Terlatih di WIlayah Provinsi,*,Tahunan,***,persen,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase Tenaga Ahli Konstruksi Terlatih di WIlayah Provinsi,Jumlah Tenaga Ahli Konstruksi di WIlayah Provinsi,Tahunan,***,orang,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase Tenaga Ahli Konstruksi Terlatih di WIlayah Provinsi,Jumlah Tenaga Ahli Konstruksi Terlatih di WIlayah Provinsi,Tahunan,***,orang,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase tingkat kemantapan jalan provinsi,*,Tahunan,Maret n+1,persen,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase tingkat kemantapan jalan provinsi,Panjang jalan dalam kondisi baik dan sedang,Tahunan,Maret n+1,km,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase tingkat kemantapan jalan provinsi,total panjang jalan provinsi,Tahunan,Maret n+1,km,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase tingkat partisipasi masyarakat jasa konstruksi dalam pembangunan infrastruktur,*,Tahunan,Maret n+1,persen,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase tingkat partisipasi masyarakat jasa konstruksi dalam pembangunan infrastruktur,Delineasi Batas Administrasi Kawasan Bandung Utara,Lima Tahunan,***,*,Area/Polygon
Dinas Bina Marga dan Penataan Ruang,Persentase tingkat partisipasi masyarakat jasa konstruksi dalam pembangunan infrastruktur,Delineasi Pusat Kawasan Wilayah (PKW) di Jawa Barat,Lima Tahunan,***,*,Area/Polygon
Dinas Bina Marga dan Penataan Ruang,Persentase tingkat partisipasi masyarakat jasa konstruksi dalam pembangunan infrastruktur,Delineasi Pusat Kegiatan Nasional (PKN) di Jawa Barat,Lima Tahunan,***,*,Area/Polygon
Dinas Bina Marga dan Penataan Ruang,Persentase tingkat partisipasi masyarakat jasa konstruksi dalam pembangunan infrastruktur,Delineasi Wilayah Pengembangan di Jawa Barat,Lima Tahunan,***,*,Area/Polygon
Dinas Bina Marga dan Penataan Ruang,Persentase tingkat partisipasi masyarakat jasa konstruksi dalam pembangunan infrastruktur,Delineasi Zonasi Kawasan Bandung Utara (KBU),Lima Tahunan,***,*,Area/Polygon
Dinas Bina Marga dan Penataan Ruang,Persentase tingkat partisipasi masyarakat jasa konstruksi dalam pembangunan infrastruktur,Jaringan Jalan Provinsi,Tahunan,***,*,Garis/Polyline
Dinas Bina Marga dan Penataan Ruang,Persentase tingkat partisipasi masyarakat jasa konstruksi dalam pembangunan infrastruktur,Jumlah Asosiasi BUJK yang dibina di Jawa Barat,Tahunan,Maret n+1,unit,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase tingkat partisipasi masyarakat jasa konstruksi dalam pembangunan infrastruktur,Jumlah Asosiasi Profesi yang dibina di Jawa Barat,Tahunan,Maret n+1,unit,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase tingkat partisipasi masyarakat jasa konstruksi dalam pembangunan infrastruktur,Jumlah Badan Usaha Jasa Konstruksi (BUJK) yang dibina di Jawa Barat,Tahunan,Maret n+1,unit,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase tingkat partisipasi masyarakat jasa konstruksi dalam pembangunan infrastruktur,Jumlah BUJK di Jawa Barat,Tahunan,Maret n+1,unit,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase tingkat partisipasi masyarakat jasa konstruksi dalam pembangunan infrastruktur,Jumlah BUJK yang tertib Usaha,Tahunan,Maret n+1,unit,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase tingkat partisipasi masyarakat jasa konstruksi dalam pembangunan infrastruktur,Jumlah Pemda Kab.Kota Sub Urusan Jasa Konstruksi yang dibina,Tahunan,Maret n+1,kab/kota,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase tingkat partisipasi masyarakat jasa konstruksi dalam pembangunan infrastruktur,Jumlah Pengelola Bangunan di Jawa Barat,Tahunan,Maret n+1,unit,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase tingkat partisipasi masyarakat jasa konstruksi dalam pembangunan infrastruktur,Jumlah Pengelola Bangunan yang tertib pemanfaatan,Tahunan,Maret n+1,unit,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase tingkat partisipasi masyarakat jasa konstruksi dalam pembangunan infrastruktur,Jumlah Pengguna Jasa di Jawa Barat,Tahunan,Maret n+1,pengguna jasa,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase tingkat partisipasi masyarakat jasa konstruksi dalam pembangunan infrastruktur,Jumlah Pengguna Jasa yang tertib penyelenggaraan Jasa Konstruksi,Tahunan,Maret n+1,pengguna jasa,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase tingkat partisipasi masyarakat jasa konstruksi dalam pembangunan infrastruktur,Jumlah Target Asosiasi BUJK yang dibina di Jawa Barat,Tahunan,Maret n+1,unit,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase tingkat partisipasi masyarakat jasa konstruksi dalam pembangunan infrastruktur,Jumlah target Asosiasi Profesi yang dibina di Jawa Barat,Tahunan,Maret n+1,unit,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase tingkat partisipasi masyarakat jasa konstruksi dalam pembangunan infrastruktur,Jumlah target Badan Usaha Jasa Konstruksi (BUJK) yang dibina di Jawa Barat,Tahunan,Maret n+1,unit,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase tingkat partisipasi masyarakat jasa konstruksi dalam pembangunan infrastruktur,Jumlah Target Pemda Kab.Kota Sub Urusan Jasa Konstruksi yang dibina,Tahunan,Maret n+1,kab/kota,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase tingkat partisipasi masyarakat jasa konstruksi dalam pembangunan infrastruktur,Jumlah target tenaga ahli yang mendapat sertifikat,Tahunan,Maret n+1,orang,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase tingkat partisipasi masyarakat jasa konstruksi dalam pembangunan infrastruktur,Jumlah tenaga ahli yang dibina,Tahunan,Maret n+1,orang,Provinsi
Dinas Bina Marga dan Penataan Ruang,Persentase tingkat partisipasi masyarakat jasa konstruksi dalam pembangunan infrastruktur,Penggunaan Lahan DAS Citarum Skala 1:5.000,Tahunan,***,*,Area/Polygon
Dinas Bina Marga dan Penataan Ruang,Persentase tingkat partisipasi masyarakat jasa konstruksi dalam pembangunan infrastruktur,Pusat Kegiatan Lokal (PKL) Pedesaan di Jawa Barat,Lima Tahunan,***,*,Area/Polygon
Dinas Bina Marga dan Penataan Ruang,Persentase tingkat partisipasi masyarakat jasa konstruksi dalam pembangunan infrastruktur,Pusat Kegiatan Lokal (PKL) Perkotaan Orde 1 di Jawa Barat,Lima Tahunan,***,*,Area/Polygon
Dinas Bina Marga dan Penataan Ruang,Persentase tingkat partisipasi masyarakat jasa konstruksi dalam pembangunan infrastruktur,Pusat Kegiatan Lokal (PKL) Perkotaan Orde 2 di Jawa Barat,Lima Tahunan,***,*,Area/Polygon
Dinas Bina Marga dan Penataan Ruang,Persentase tingkat partisipasi masyarakat jasa konstruksi dalam pembangunan infrastruktur,Rencana Jaringan Jalan Tahun 2025,Lima Tahunan,***,*,Garis/Polyline
Dinas Bina Marga dan Penataan Ruang,Persentase tingkat partisipasi masyarakat jasa konstruksi dalam pembangunan infrastruktur,Rencana Pola Ruang Jawa Barat Tahun 2029,Lima Tahunan,***,*,Area/Polygon
Dinas Bina Marga dan Penataan Ruang,Persentase tingkat partisipasi masyarakat jasa konstruksi dalam pembangunan infrastruktur,"RTRWP (Pola dan Struktur Ruang, Kawasan Strategis) 2022-2042",Lima Tahunan,***,*,Area/Polygon
Dinas Bina Marga dan Penataan Ruang,Persentase tingkat partisipasi masyarakat jasa konstruksi dalam pembangunan infrastruktur,Tutupan Lahan Tahun 2023,Lima Tahunan,***,*,Area/Polygon
Dinas Bina Marga dan Penataan Ruang,Proporsi ruang terbuka perkotaan untuk semua**,*,Tahunan,***,persen,***
Dinas Bina Marga dan Penataan Ruang,Tingkat konektivitas antar wilayah,Persentase Aksesibilitas Menuju Kawasan Potensial Pusat-pusat Kegiatan Yang Dibangun/Ditingkatkan,Tahunan,Maret n+1,persen,Provinsi
Dinas Bina Marga dan Penataan Ruang,Tingkat konektivitas antar wilayah,Persentase penyelenggaraan Penataan Ruang,Tahunan,Maret n+1,persen,Provinsi
Dinas Bina Marga dan Penataan Ruang,Indeks Kualitas Infrastruktur,*,Tahunan,Februari n+1,persen,***
Dinas Energi dan Sumber Daya Mineral,Jumlah konsumsi listrik di Jawa Barat,*,Tahunan,Januari n+1,gwh,Kabupaten/Kota
Dinas Energi dan Sumber Daya Mineral,Jumlah konsumsi listrik di Jawa Barat,"Jumlah Pemanfaatan Non PLN (Perusahaan yang mengajukan ijin) dan yang sudah beroperasi (Izin Usaha Penyediaan Tenaga Listrik (IUPTL), Izin Operasi (IO), Sertifikat Kompetensi Tenaga Teknik Ketenagalistrikan (SKTTK))",Tahunan,Januari n+1,gwh,Kabupaten/Kota ; Sektor
Dinas Energi dan Sumber Daya Mineral,Jumlah konsumsi listrik di Jawa Barat,Jumlah Penggunaan Listrik oleh Pelanggan PLN,Tahunan,Januari n+1,gwh,Kabupaten/Kota ; Sektor
Dinas Energi dan Sumber Daya Mineral,Konsumsi listrik per kapita,*,Tahunan,***,kwh/ kapita,Kabupaten/Kota; Sektor
Dinas Energi dan Sumber Daya Mineral,Konsumsi listrik per kapita,Jumlah konsumsi listrik,Tahunan,Januari n+1,kwh,Kabupaten/Kota; Sektor (PLN & Non PLN)
Dinas Energi dan Sumber Daya Mineral,Persentase komoditas Energi Baru Terbarukan (EBT) yang diuji untuk kinerja sebagai bahan pengambilan kebijakan bidang energi,*,Tahunan,Januari n+1,persen,Provinsi
Dinas Energi dan Sumber Daya Mineral,Persentase komoditas Energi Baru Terbarukan (EBT) yang diuji untuk kinerja sebagai bahan pengambilan kebijakan bidang energi,Jumlah komoditas Energi Baru Terbarukan (EBT) yang akan dikembangkan selama lima tahun,Tahunan,Januari n+1,komoditas,Provinsi
Dinas Energi dan Sumber Daya Mineral,Persentase komoditas Energi Baru Terbarukan (EBT) yang diuji untuk kinerja sebagai bahan pengambilan kebijakan bidang energi,Jumlah komoditas Energi Baru Terbarukan (EBT) yang diuji,Tahunan,Januari n+1,komoditas,Provinsi
Dinas Energi dan Sumber Daya Mineral,Persentase Meningkatnya konservasi cekungan air tanah,*,Tahunan,Januari n+1,persen,Provinsi
Dinas Energi dan Sumber Daya Mineral,Persentase Meningkatnya konservasi cekungan air tanah,Jumlah Cekungan Air Tanah (CAT) di Jawa Barat,Tahunan,Januari n+1,cekungan air tanah,Provinsi
Dinas Energi dan Sumber Daya Mineral,Persentase Meningkatnya konservasi cekungan air tanah,Jumlah Cekungan Air Tanah (CAT) yang terevaluasi,Tahunan,Januari n+1,cekungan air tanah,Provinsi
Dinas Energi dan Sumber Daya Mineral,Persentase Meningkatnya Muka Air Tanah pada Cekungan Air Tanah di Jawa Barat,*,Tahunan,Januari n+1,persen,Kabupaten/Kota
Dinas Energi dan Sumber Daya Mineral,Persentase Meningkatnya Muka Air Tanah pada Cekungan Air Tanah di Jawa Barat,Jumlah muka air tanah pada cekungan air tanah yang mengalami kenaikan,Tahunan,Januari n+1,titik sumur,Kabupaten/Kota
Dinas Energi dan Sumber Daya Mineral,Persentase Meningkatnya Muka Air Tanah pada Cekungan Air Tanah di Jawa Barat,Jumlah titik muka air tanah,Tahunan,Januari n+1,titik sumur,Kabupaten/Kota
Dinas Energi dan Sumber Daya Mineral,Persentase Meningkatnya Muka Air Tanah pada Cekungan Air Tanah di Wilayah Cabang Dinas I Cianjur,*,Tahunan,Januari n+1,persen,Kabupaten/Kota
Dinas Energi dan Sumber Daya Mineral,Persentase Meningkatnya Muka Air Tanah pada Cekungan Air Tanah di Wilayah Cabang Dinas I Cianjur,Jumlah muka air tanah pada cekungan air tanah yang mengalami kenaikan di Wilayah Cabang Dinas ESDM I Cianjur,Tahunan,Januari n+1,titik sumur,Kabupaten/Kota
Dinas Energi dan Sumber Daya Mineral,Persentase Meningkatnya Muka Air Tanah pada Cekungan Air Tanah di Wilayah Cabang Dinas I Cianjur,Jumlah titik muka air tanah di Wilayah Cabang Dinas ESDM I Cianjur,Tahunan,Januari n+1,titik sumur,Kabupaten/Kota
Dinas Energi dan Sumber Daya Mineral,Persentase Meningkatnya Muka Air Tanah pada Cekungan Air Tanah di Wilayah Cabang Dinas II Bogor,*,Tahunan,Januari n+1,persen,Kabupaten/Kota
Dinas Energi dan Sumber Daya Mineral,Persentase Meningkatnya Muka Air Tanah pada Cekungan Air Tanah di Wilayah Cabang Dinas II Bogor,Jumlah muka air tanah pada cekungan air tanah yang mengalami kenaikan di Wilayah Cabang Dinas II Bogor,Tahunan,Januari n+1,titik sumur,Kabupaten/Kota
Dinas Energi dan Sumber Daya Mineral,Persentase Meningkatnya Muka Air Tanah pada Cekungan Air Tanah di Wilayah Cabang Dinas II Bogor,Jumlah titik muka air tanah di Wilayah Cabang Dinas II Bogor,Tahunan,Januari n+1,titik sumur,Kabupaten/Kota
Dinas Energi dan Sumber Daya Mineral,Persentase Meningkatnya Muka Air Tanah pada Cekungan Air Tanah di Wilayah Cabang Dinas III Purwakarta,*,Tahunan,Januari n+1,persen,Kabupaten/Kota
Dinas Energi dan Sumber Daya Mineral,Persentase Meningkatnya Muka Air Tanah pada Cekungan Air Tanah di Wilayah Cabang Dinas III Purwakarta,Jumlah muka air tanah pada cekungan air tanah yang mengalami kenaikan di Wilayah Cabang Dinas III Purwakarta,Tahunan,Januari n+1,titik sumur,Kabupaten/Kota
Dinas Energi dan Sumber Daya Mineral,Persentase Meningkatnya Muka Air Tanah pada Cekungan Air Tanah di Wilayah Cabang Dinas III Purwakarta,Jumlah titik muka air tanah di Wilayah Cabang Dinas III Purwakarta,Tahunan,Januari n+1,titik sumur,Kabupaten/Kota
Dinas Energi dan Sumber Daya Mineral,Persentase Meningkatnya Muka Air Tanah pada Cekungan Air Tanah di Wilayah Cabang Dinas IV Bandung,*,Tahunan,Januari n+1,persen,Kabupaten/Kota
Dinas Energi dan Sumber Daya Mineral,Persentase Meningkatnya Muka Air Tanah pada Cekungan Air Tanah di Wilayah Cabang Dinas IV Bandung,Jumlah muka air tanah pada cekungan air tanah yang mengalami kenaikan di Wilayah Cabang Dinas IV Bandung,Tahunan,Januari n+1,titik sumur,Kabupaten/Kota
Dinas Energi dan Sumber Daya Mineral,Persentase Meningkatnya Muka Air Tanah pada Cekungan Air Tanah di Wilayah Cabang Dinas IV Bandung,Jumlah titik muka air tanah di Wilayah Cabang Dinas IV Bandung,Tahunan,Januari n+1,titik sumur,Kabupaten/Kota
Dinas Energi dan Sumber Daya Mineral,Persentase Meningkatnya Muka Air Tanah pada Cekungan Air Tanah di Wilayah Cabang Dinas V Sumedang,*,Tahunan,Januari n+1,persen,Kabupaten/Kota
